date,symbol,open,high,low,close,volume
2023-05-16,000300.SH,3820.1944678511277,3851.955961222711,3772.798224389557,3787.1745488547026,4422626
2023-05-17,000300.SH,3787.1745488547026,3830.4220824628565,3758.747024992672,3794.288694917742,756951
2023-05-18,000300.SH,3794.288694917742,3828.7195417751814,3776.0910190730897,3800.6165088491966,111303
2023-05-19,000300.SH,3800.6165088491966,3825.164541019591,3790.6066510134597,3801.1132086803213,1310209
2023-05-22,000300.SH,3801.1132086803213,3818.1167620166484,3777.931837947426,3796.1464142996947,3579591
2023-05-23,000300.SH,3796.1464142996947,3831.6818394390402,3757.502068267649,3764.4216085786966,2466610
2023-05-24,000300.SH,3764.4216085786966,3797.276000773414,3747.1378467549666,3755.308182035483,4280303
2023-05-25,000300.SH,3755.308182035483,3758.7990315238903,3728.350182159967,3747.9689022953858,1168199
2023-05-26,000300.SH,3747.9689022953858,3750.781701450935,3713.632646163057,3730.3438096619448,4276224
2023-05-29,000300.SH,3730.3438096619448,3745.550190573657,3692.8523538778854,3727.1083410404626,4784346
2023-05-30,000300.SH,3727.1083410404626,3767.1690779139676,3712.4133142906144,3736.5285845687376,558298
2023-05-31,000300.SH,3736.5285845687376,3816.7709098261535,3714.0511630929786,3779.4334213230222,1147343
2023-06-01,000300.SH,3779.4334213230222,3791.0714330123074,3754.842497194076,3783.7726850923877,205228
2023-06-02,000300.SH,3783.7726850923877,3813.289955777755,3781.410107501774,3790.0032593452956,4720650
2023-06-05,000300.SH,3790.0032593452956,3805.612248061789,3762.9128382743015,3788.689585813205,1855692
2023-06-06,000300.SH,3788.689585813205,3825.4936240983516,3737.4883815826333,3745.696482424913,984056
2023-06-07,000300.SH,3745.696482424913,3777.5353886037683,3709.4056257378556,3745.47518103079,1830228
2023-06-08,000300.SH,3745.47518103079,3778.9204634441357,3738.31272414741,3747.20367180375,2046793
2023-06-09,000300.SH,3747.20367180375,3822.213435873857,3730.5701000987888,3803.3768884779747,1669123
2023-06-12,000300.SH,3803.3768884779747,3820.266868548984,3794.3893145287984,3799.3696112190514,3379269
2023-06-13,000300.SH,3799.3696112190514,3818.4211492386607,3761.4887358960746,3806.630616488047,1826470
2023-06-14,000300.SH,3806.630616488047,3810.5726383662172,3786.156475918116,3806.218492548681,3440420
2023-06-15,000300.SH,3806.218492548681,3839.3891636394706,3756.7300875475285,3780.0003657712364,148874
2023-06-16,000300.SH,3780.0003657712364,3837.687538943486,3775.701649052253,3806.389276308725,1722572
2023-06-19,000300.SH,3806.389276308725,3862.212928645126,3777.366987494833,3823.983351450826,3320281
2023-06-20,000300.SH,3823.983351450826,3880.862915477216,3814.445942588048,3842.560084609491,2789784
2023-06-21,000300.SH,3842.560084609491,3864.75702181771,3787.5143564412206,3822.0331086578885,809662
2023-06-22,000300.SH,3822.0331086578885,3884.8110635663074,3812.6736123742653,3854.7234802953544,4972554
2023-06-23,000300.SH,3854.7234802953544,3891.248043137886,3813.9826527471973,3822.819226866996,570452
2023-06-26,000300.SH,3822.819226866996,3869.574035706851,3819.580450910202,3836.6872942498826,2239686
2023-06-27,000300.SH,3836.6872942498826,3898.9130072785683,3817.562804724538,3887.8334324778666,2692670
2023-06-28,000300.SH,3887.8334324778666,3906.417934438727,3842.509093626481,3865.18221681923,4910833
2023-06-29,000300.SH,3865.18221681923,3871.8574423361333,3848.1256108143525,3852.456666164343,542061
2023-06-30,000300.SH,3852.456666164343,3892.0148982181145,3822.147415732314,3855.146265662894,3434732
2023-07-03,000300.SH,3855.146265662894,3879.274311639983,3825.4276429769657,3843.90237543683,3861675
2023-07-04,000300.SH,3843.90237543683,3854.1736925449604,3787.807388944722,3808.6854889780284,2361286
2023-07-05,000300.SH,3808.6854889780284,3836.855231071065,3790.8332427892547,3810.6336644547127,588972
2023-07-06,000300.SH,3810.6336644547127,3834.915853966311,3770.490568098403,3786.8012643540565,1223994
2023-07-07,000300.SH,3786.8012643540565,3812.7784463859593,3764.7750199371553,3797.9567461567217,3181328
2023-07-10,000300.SH,3797.9567461567217,3803.952949351833,3769.980931711474,3777.44055459527,4198064
2023-07-11,000300.SH,3777.44055459527,3839.3484253109777,3769.023218685504,3813.114406549612,2717703
2023-07-12,000300.SH,3813.114406549612,3833.8688952593584,3762.643805201017,3795.6161840710797,263038
2023-07-13,000300.SH,3795.6161840710797,3825.3625219389264,3752.7203373091143,3788.6675824161016,4063735
2023-07-14,000300.SH,3788.6675824161016,3828.3055904441444,3773.336972029265,3807.586406220497,1474572
2023-07-17,000300.SH,3807.586406220497,3840.315369037939,3768.335946130951,3779.948228297013,2455874
2023-07-18,000300.SH,3779.948228297013,3807.229499282619,3754.9325473242056,3785.4890007399167,700530
2023-07-19,000300.SH,3785.4890007399167,3837.9175615078634,3768.897298504822,3815.676324837391,3748966
2023-07-20,000300.SH,3815.676324837391,3849.3619137689047,3776.628139170983,3779.4293402466405,1177833
2023-07-21,000300.SH,3779.4293402466405,3800.393293380101,3771.933032350123,3783.9969047176264,2677640
2023-07-24,000300.SH,3783.9969047176264,3797.0016069592184,3756.3671576359557,3790.280890599184,535423
2023-07-25,000300.SH,3790.280890599184,3811.4290733141033,3764.659435312771,3808.4834572927957,1292929
2023-07-26,000300.SH,3808.4834572927957,3837.7090126105177,3777.8371525877506,3780.70070039739,423390
2023-07-27,000300.SH,3780.70070039739,3804.870495922609,3741.454647655654,3751.2406424325195,1764221
2023-07-28,000300.SH,3751.2406424325195,3790.436994744958,3741.1302590114747,3763.382946247242,4168316
2023-07-31,000300.SH,3763.382946247242,3779.985457471136,3737.4796526909345,3770.4719552084107,1756671
2023-08-01,000300.SH,3770.4719552084107,3783.3015591727194,3767.88069794747,3776.5207066565595,238563
2023-08-02,000300.SH,3776.5207066565595,3787.172876327093,3770.89734825498,3784.757541242294,883066
2023-08-03,000300.SH,3784.757541242294,3799.2553646299752,3739.1918275316766,3769.723583375011,1654623
2023-08-04,000300.SH,3769.723583375011,3798.4035637372576,3761.44461336262,3775.357955653084,4999856
2023-08-07,000300.SH,3775.357955653084,3798.366281487499,3750.058949667906,3782.3807360792025,4155957
2023-08-08,000300.SH,3782.3807360792025,3799.991545264255,3756.1743052091765,3766.5803739870366,697897
2023-08-09,000300.SH,3766.5803739870366,3843.9889671108604,3761.138820815915,3809.3637265757825,4041237
2023-08-10,000300.SH,3809.3637265757825,3835.141630081602,3798.6588971372944,3820.59118768821,872800
2023-08-11,000300.SH,3820.59118768821,3841.1570485541138,3765.831117235955,3793.7590102058184,2142999
2023-08-14,000300.SH,3793.7590102058184,3839.3764980372807,3761.02222193486,3809.1142145440344,3622554
2023-08-15,000300.SH,3809.1142145440344,3825.3683007650466,3755.517621135446,3787.2818903322645,3759985
2023-08-16,000300.SH,3787.2818903322645,3829.983358660354,3771.097912492907,3805.5901966076917,2002897
2023-08-17,000300.SH,3805.5901966076917,3865.8344464782085,3779.5340481701783,3832.520434174231,3676511
2023-08-18,000300.SH,3832.520434174231,3869.007737723277,3804.742135800639,3814.076519045388,1263950
2023-08-21,000300.SH,3814.076519045388,3843.849072076822,3801.5476459771653,3836.570338240198,649148
2023-08-22,000300.SH,3836.570338240198,3882.250813043087,3801.9829266338943,3846.4687206698886,2873707
2023-08-23,000300.SH,3846.4687206698886,3885.880631471075,3844.0703771346743,3865.8743267473938,4778394
2023-08-24,000300.SH,3865.8743267473938,3922.062251550039,3860.8010198596126,3910.5132479603417,2873939
2023-08-25,000300.SH,3910.5132479603417,3929.525340929451,3895.4854864123886,3905.1504190376663,2035740
2023-08-28,000300.SH,3905.1504190376663,3943.461153156628,3884.994415204686,3887.918347279556,3534955
2023-08-29,000300.SH,3887.918347279556,3908.0572662486456,3859.0100467109623,3867.610206449554,2845226
2023-08-30,000300.SH,3867.610206449554,3881.6231008444583,3825.865568811734,3849.1099389189403,3277326
2023-08-31,000300.SH,3849.1099389189403,3874.195774363267,3830.386155242591,3847.7144651985836,1654510
2023-09-01,000300.SH,3847.7144651985836,3866.7090127498964,3813.160522339832,3855.984042825833,1930815
2023-09-04,000300.SH,3855.984042825833,3867.4924079731086,3824.111582169666,3862.7771097090517,3863122
2023-09-05,000300.SH,3862.7771097090517,3889.078947290842,3848.3022608567176,3882.3843293054333,2486378
2023-09-06,000300.SH,3882.3843293054333,3889.740547822334,3870.874913151002,3883.0754993022597,4521590
2023-09-07,000300.SH,3883.0754993022597,3925.0923861566303,3867.1274058220674,3917.4804255737936,2634937
2023-09-08,000300.SH,3917.4804255737936,3924.605766734803,3887.764161455334,3911.6557802730335,3257473
2023-09-11,000300.SH,3911.6557802730335,4002.6173097914707,3899.738511826891,3976.4194256246947,912461
2023-09-12,000300.SH,3976.4194256246947,4000.6672490036945,3950.8533764161716,3991.7741318856597,4527036
2023-09-13,000300.SH,3991.7741318856597,4006.878363289811,3954.2611075724567,3971.6945059172467,4155555
2023-09-14,000300.SH,3971.6945059172467,4007.517164375848,3923.9800802918717,3946.6514149800914,1818224
2023-09-15,000300.SH,3946.6514149800914,3978.2915756895413,3928.3263151310402,3958.4886992696615,2810626
2023-09-18,000300.SH,3958.4886992696615,3985.5718813777285,3940.543511633195,3953.5801445170214,1024044
2023-09-19,000300.SH,3953.5801445170214,3979.436775678832,3915.9803859018957,3970.950700053583,3081352
2023-09-20,000300.SH,3970.950700053583,3991.906777399107,3940.1589355561614,3982.6401865552925,1486652
2023-09-21,000300.SH,3982.6401865552925,3986.1777740869315,3974.00831195332,3981.2983685394433,385555
2023-09-22,000300.SH,3981.2983685394433,3989.6785361881975,3926.852723394546,3961.517769810243,544191
2023-09-25,000300.SH,3961.517769810243,3973.9831141915874,3905.9238655863883,3926.0669303802674,1602337
2023-09-26,000300.SH,3926.0669303802674,3934.6320364276285,3880.7175771429975,3915.9542978487043,3586669
2023-09-27,000300.SH,3915.9542978487043,3941.806892081238,3884.240452741534,3936.521426832706,1020597
2023-09-28,000300.SH,3936.521426832706,3948.4642140761034,3918.6514764417325,3941.975561565916,2143338
2023-09-29,000300.SH,3941.975561565916,3961.2021464539966,3910.220880100942,3913.012651960428,3822946
2023-10-02,000300.SH,3913.012651960428,3927.110097175762,3901.068435522046,3917.472447711465,1586205
2023-10-03,000300.SH,3917.472447711465,3942.4852858724535,3895.356258917227,3926.9324199563302,2965899
2023-10-04,000300.SH,3926.9324199563302,3947.676299382324,3881.0900056109444,3906.5530869586614,324695
2023-10-05,000300.SH,3906.5530869586614,3938.1525873897785,3895.0290170458143,3910.548996252564,3081467
2023-10-06,000300.SH,3910.548996252564,3915.7234779451446,3903.4166135763594,3912.3062141126793,3541628
2023-10-09,000300.SH,3912.3062141126793,3943.9739807968776,3853.1909246749224,3885.956678950806,1201844
2023-10-10,000300.SH,3885.956678950806,3919.876593099205,3847.6729304369824,3894.697166770161,4867493
2023-10-11,000300.SH,3894.697166770161,3913.2042150424104,3873.2994795824507,3908.2145552972106,1510706
2023-10-12,000300.SH,3908.2145552972106,3968.7034443788752,3899.886332923506,3934.0874212409026,3440216
2023-10-13,000300.SH,3934.0874212409026,3996.054655527167,3921.9432096645523,3959.436645880197,3933284
2023-10-16,000300.SH,3959.436645880197,3963.713790171934,3924.5857279697384,3927.235478624475,4957088
2023-10-17,000300.SH,3927.235478624475,3939.529051732684,3869.7135991686087,3905.5897161826974,1947865
2023-10-18,000300.SH,3905.5897161826974,3950.036452434859,3899.2679908497576,3918.0692694364343,1019484
2023-10-19,000300.SH,3918.0692694364343,3960.4647659630327,3894.6513356843725,3930.5592354976966,4997954
2023-10-20,000300.SH,3930.5592354976966,3952.0025162265556,3918.3606482322175,3943.1188678197773,4117136
2023-10-23,000300.SH,3943.1188678197773,4045.7790045117085,3920.388005876286,4035.7347928089152,444855
2023-10-24,000300.SH,4035.7347928089152,4066.266113016336,4008.741806115352,4049.9872501094314,1174961
2023-10-25,000300.SH,4049.9872501094314,4098.8937456765925,4016.0380410883554,4078.083415042982,4725678
2023-10-26,000300.SH,4078.083415042982,4128.046668162693,4068.04724326911,4101.903512923624,3661963
2023-10-27,000300.SH,4101.903512923624,4134.871149773426,4099.424074799245,4118.378364053022,2477935
2023-10-30,000300.SH,4118.378364053022,4138.534036426737,4103.604908093179,4111.006419490438,1234106
2023-10-31,000300.SH,4111.006419490438,4161.57628363906,4073.801083344856,4130.182871380788,4578011
2023-11-01,000300.SH,4130.182871380788,4133.687292010816,4075.2977508666854,4111.486876365066,2574968
2023-11-02,000300.SH,4111.486876365066,4123.402586049159,4080.7028901607064,4106.05955078846,2542266
2023-11-03,000300.SH,4106.05955078846,4135.938611425491,4069.1226045195476,4094.528787853526,4537677
2023-11-06,000300.SH,4094.528787853526,4133.841218726118,4066.612911274973,4096.950372660714,4642001
2023-11-07,000300.SH,4096.950372660714,4176.933871595453,4088.076266933935,4154.66100111278,1318758
2023-11-08,000300.SH,4154.66100111278,4177.7404674946165,4071.0374643481887,4108.784512195525,1755743
2023-11-09,000300.SH,4108.784512195525,4132.4142059748065,4090.3840603944423,4126.150156688331,4077019
2023-11-10,000300.SH,4126.150156688331,4145.751092537667,4069.906811596607,4086.825517337565,3168281
2023-11-13,000300.SH,4086.825517337565,4109.547711533703,4053.547435228825,4075.6772139756363,4625208
2023-11-14,000300.SH,4075.6772139756363,4114.306011141511,4071.820903222783,4102.803924307863,618349
2023-11-15,000300.SH,4102.803924307863,4117.348750903996,4094.2713557958527,4104.7970585615485,2981990
2023-11-16,000300.SH,4104.7970585615485,4121.56186885889,4048.110236754221,4078.747008104631,897968
2023-11-17,000300.SH,4078.747008104631,4081.56410231859,4056.4596971478372,4061.6854101971408,179083
2023-11-20,000300.SH,4061.6854101971408,4093.2080658717323,4036.381333322124,4078.688944446453,2755971
2023-11-21,000300.SH,4078.688944446453,4088.921380079066,4049.763842642289,4061.2605261208923,4097615
2023-11-22,000300.SH,4061.2605261208923,4081.631848854405,4044.2101022099755,4066.9451953190087,2974299
2023-11-23,000300.SH,4066.9451953190087,4075.1272900845333,4053.7577574674056,4068.464202495135,4948341
2023-11-24,000300.SH,4068.464202495135,4104.91767904522,4037.2733353356693,4052.994458278344,1904673
2023-11-27,000300.SH,4052.994458278344,4131.084674329631,4023.28221489409,4105.878161476178,3038199
2023-11-28,000300.SH,4105.878161476178,4150.590365794905,4092.2357395424033,4121.936837154281,709996
2023-11-29,000300.SH,4121.936837154281,4154.900488565622,4048.6119708958013,4072.5620734674717,878513
2023-11-30,000300.SH,4072.5620734674717,4098.8751164984415,4052.1077167067156,4077.5284360019928,3403389
2023-12-01,000300.SH,4077.5284360019928,4082.934189710242,4034.136094264443,4061.7759764118678,4454385
2023-12-04,000300.SH,4061.7759764118678,4105.886956979219,4023.5957593964754,4083.0118335840907,488590
2023-12-05,000300.SH,4083.0118335840907,4107.816092179356,4033.733567074016,4064.049076687466,1865982
2023-12-06,000300.SH,4064.049076687466,4094.8613759902687,4051.3339518539196,4061.6584178442004,2878655
2023-12-07,000300.SH,4061.6584178442004,4093.136332697478,4058.424363826622,4074.391014314508,3251882
2023-12-08,000300.SH,4074.391014314508,4103.032651569555,4062.2024392853573,4096.020212223588,3310016
2023-12-11,000300.SH,4096.020212223588,4109.110564865689,4042.0087929046304,4067.0342320119275,2479877
2023-12-12,000300.SH,4067.0342320119275,4083.096096348596,4055.272970555357,4059.2857581210433,2489383
2023-12-13,000300.SH,4059.2857581210433,4086.224046257394,4027.026398362359,4048.139385728116,264053
2023-12-14,000300.SH,4048.139385728116,4072.114061709649,4007.8232720577075,4032.7050909588174,4887890
2023-12-15,000300.SH,4032.7050909588174,4091.8840605782275,4017.8836215322035,4076.0570615924757,1536536
2023-12-18,000300.SH,4076.0570615924757,4126.722428169418,4044.167352808193,4086.3820937675205,2642637
2023-12-19,000300.SH,4086.3820937675205,4111.941844873819,4049.8541679079412,4055.989596059824,3490926
2023-12-20,000300.SH,4055.989596059824,4090.027701662609,4051.0663996823755,4078.7961063221915,3713263
2023-12-21,000300.SH,4078.7961063221915,4137.536939627704,4048.5404403660573,4131.476338623873,4258549
2023-12-22,000300.SH,4131.476338623873,4165.681386635495,4109.963049290016,4157.565146682619,1446208
2023-12-25,000300.SH,4157.565146682619,4169.358489407303,4091.24229118683,4120.24810761666,4630889
2023-12-26,000300.SH,4120.24810761666,4128.5976793494365,4089.6785058587357,4108.705343923849,1878599
2023-12-27,000300.SH,4108.705343923849,4149.879314863393,4097.033254420016,4140.4705645029235,122431
2023-12-28,000300.SH,4140.4705645029235,4153.754867248734,4089.192319237899,4123.339641095953,1343131
2023-12-29,000300.SH,4123.339641095953,4143.625344050465,4089.9634710323985,4134.747837199227,747008
2024-01-01,000300.SH,4134.747837199227,4191.895378228031,4105.392713342063,4154.4254866959545,673441
2024-01-02,000300.SH,4154.4254866959545,4159.669288059065,4119.049435363868,4131.797596087953,4562816
2024-01-03,000300.SH,4131.797596087953,4154.451656422195,4105.508041691729,4130.735232109506,4470380
2024-01-04,000300.SH,4130.735232109506,4148.9053857332865,4035.663876088023,4051.5835690145414,2149949
2024-01-05,000300.SH,4051.5835690145414,4091.4211568958212,4021.6429553468097,4027.1602845295956,1368300
2024-01-08,000300.SH,4027.1602845295956,4033.4602515346282,3984.4085404182188,4021.4642380558903,2047763
2024-01-09,000300.SH,4021.4642380558903,4038.674609777909,3984.6838616187883,3991.8683344090578,1729849
2024-01-10,000300.SH,3991.8683344090578,4070.708136737439,3953.836787414399,4031.5617962065603,1985077
2024-01-11,000300.SH,4031.5617962065603,4066.726359004101,3978.578858696724,3997.5153079466013,3982149
2024-01-12,000300.SH,3997.5153079466013,4030.5435176580704,3978.366908138369,3987.3734390277177,4973062
2024-01-15,000300.SH,3987.3734390277177,4002.6750718694966,3964.85251858868,3990.901605405119,150861
2024-01-16,000300.SH,3990.901605405119,4034.514580123878,3955.8096656930234,4025.965715370053,4945710
2024-01-17,000300.SH,4025.965715370053,4053.552077680427,3962.0658404200617,3991.8294654836395,4100737
2024-01-18,000300.SH,3991.8294654836395,4057.6924332980916,3959.246832471295,4020.187812160164,821001
2024-01-19,000300.SH,4020.187812160164,4044.1143351109126,3993.017606067893,4020.836716269155,2091083
